,Unnamed: 0,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,birthday,ages,targets,NextGame,DaysRest
74909,41089,morrija02,5.1,10,10,7,7,0,2,0,5.34,24,61,43,28,4,11,9,13,3,0,22,-0.436,1.17,-3.7,1990-04-27,1.0,1955-05-16,30.1930184805,0.0,1990-05-02,5
18427,123443,chicoma01,6.0,4,4,1,1,3,3,1,5.08,23,86,56,32,4,20,9,8,1,0,60,0.124,1.01,1.6,2007-06-23,1.0,1983-06-10,20.7665982204,0.0,2007-06-29,6
97026,124303,rusinch01,1.0,8,8,5,5,1,1,2,9.0,11,43,27,16,5,6,0,9,3,0,17,-0.346,0.76,-5.1,2012-09-04,1.0,1986-10-22,22.3490759754,0.0,2012-09-09,5
89354,74304,portuma01,4.0,6,6,5,5,4,1,0,4.59,22,75,43,28,4,11,7,10,3,0,27,-0.095,0.98,-1.5,1999-05-26,1.0,1962-10-30,31.5947980835,0.0,1999-05-31,5
94089,43445,roberna01,7.0,5,5,2,1,2,4,0,1.29,28,91,55,29,12,14,13,9,4,0,63,0.152,1.18,1.6,2005-04-08,1.0,1977-09-03,23.8412046543,0.0,2005-04-14,6
59595,15231,learyti01,4.0,5,5,3,3,3,2,0,5.61,20,74,36,23,4,9,7,7,2,0,39,-0.118,1.42,-1.0,1992-08-23,1.0,1958-12-23,29.0869267625,0.0,1992-08-28,5
84689,87903,pavanca01,5.1,9,9,6,6,4,2,0,4.14,29,98,56,35,10,11,8,15,10,0,24,-0.289,0.57,-2.6,2003-09-16,1.0,1976-01-08,23.9206023272,0.0,2003-09-21,5
64874,100885,lowede01,7.0,5,5,2,2,1,6,1,4.91,26,108,67,39,11,17,15,4,0,0,64,0.087,0.95,1.8,2004-09-12,1.0,1973-06-01,27.0280629706,0.0,2004-09-18,6
34092,27841,garcifr03,7.0,6,6,3,3,2,3,0,3.63,28,100,62,30,12,20,7,16,6,0,54,-0.12,0.55,0.2,2011-06-17,1.0,1976-10-06,29.9739904175,0.0,2011-06-22,5
67820,37281,martide01,6.0,4,4,5,5,1,5,1,4.85,23,76,47,25,10,12,12,4,2,0,48,-0.23,0.8,-1.5,1993-04-10,1.0,1954-05-14,33.6153319644,0.0,1993-04-15,5
92585,37766,reynoar02,7.0,5,5,2,2,2,5,1,4.52,29,107,65,38,9,18,8,13,4,0,62,0.308,0.99,2.5,1996-06-15,1.0,1966-05-01,26.0260095825,0.0,1996-06-21,6
75906,53747,moyerja01,6.0,7,7,5,5,2,3,2,3.89,26,91,50,29,6,15,6,14,5,0,39,-0.348,1.31,-1.6,1997-05-24,1.0,1962-11-18,29.8179329227,0.0,1997-05-29,5
122926,91113,wrighja01,4.0,5,5,5,4,8,2,0,8.12,26,111,52,30,10,12,9,6,3,0,28,-0.321,1.4,-2.7,1997-05-14,1.0,1974-12-24,19.3401779603,0.0,1997-06-08,25
50344,98271,hudsoti01,6.1,5,5,0,0,5,1,0,0.0,26,93,56,33,8,15,14,6,2,0,59,0.207,1.54,1.9,2015-04-09,1.0,1975-07-14,34.3326488706,0.0,2015-04-14,5
38860,41629,groombu01,3.0,3,3,1,1,1,2,0,4.35,14,53,33,24,1,8,4,6,3,0,50,0.057,0.99,0.6,1993-06-15,1.0,1965-07-10,24.1314168378,0.0,1993-08-13,59
115949,12969,wakefti01,7.0,9,9,4,4,0,4,2,4.05,29,91,69,49,8,12,7,18,5,0,47,-0.112,0.87,-0.3,2005-07-10,1.0,1966-08-02,33.6399726215,0.0,2005-07-17,7
3579,58215,ashbyan01,8.0,4,4,1,1,0,4,1,2.46,28,87,64,39,9,16,15,9,2,0,74,0.342,0.94,2.9,1998-07-11,1.0,1967-07-11,26.7843942505,0.0,1998-07-17,6
25207,27978,dempsry01,6.0,7,7,4,4,3,3,2,2.28,26,90,54,36,7,11,10,10,3,0,42,-0.196,0.65,-1.1,2012-05-19,1.0,1977-05-03,30.2778918549,0.0,2012-05-25,6
40050,30236,guzmaju01,8.0,8,8,2,2,3,4,0,4.06,34,120,77,51,13,13,11,16,3,0,59,0.252,1.1,2.6,1999-08-05,1.0,1966-10-28,28.3121149897,0.0,1999-08-10,5
57787,66232,kuhlch01,6.1,5,5,2,2,2,5,1,3.5,25,82,52,31,9,12,12,6,5,0,58,-0.044,1.18,0.8,2016-08-25,1.0,1992-09-10,20.6981519507,0.0,2016-08-30,5
102681,123584,sheetbe01,6.0,7,7,2,2,0,6,1,2.93,25,86,61,37,10,14,8,11,7,0,56,0.015,0.65,1.0,2008-05-26,1.0,1978-07-18,25.7932922656,0.0,2008-05-31,5
46044,16077,hentgpa01,7.0,6,6,4,4,2,3,1,4.52,28,111,65,38,3,24,10,13,7,0,50,0.018,1.33,0.0,1998-05-25,1.0,1968-11-13,25.5112936345,0.0,1998-05-31,6
115300,52870,wagnehe02,4.0,12,12,8,7,3,1,1,7.2,26,92,57,42,1,14,12,10,6,0,6,-0.462,0.95,-7.5,1991-06-24,1.0,1968-11-26,19.5017111567,0.0,1996-06-05,1808
114104,44677,verlaju01,8.0,9,9,2,0,1,14,0,2.51,35,132,96,46,18,32,9,11,8,0,73,0.118,1.06,2.2,2012-08-06,1.0,1983-02-20,25.4510609172,0.0,2012-08-11,5
33373,58664,gagneer01,6.1,9,9,4,4,0,6,0,4.75,28,107,78,50,14,14,8,14,10,0,45,-0.039,1.34,-0.1,2001-05-11,1.0,1976-01-07,21.8945927447,0.0,2001-05-17,6
40729,79823,hamelco01,6.0,6,6,3,2,3,7,0,1.38,26,97,60,33,11,16,8,8,2,0,54,-0.067,1.44,0.1,2007-04-09,1.0,1983-12-27,20.1149897331,0.0,2007-04-14,5
53034,35594,johnsja02,5.0,6,6,6,3,2,3,2,5.96,23,83,55,35,5,15,7,11,2,0,38,-0.391,0.85,-3.3,2006-06-19,1.0,1973-10-27,28.2026009582,0.0,2006-06-30,11
36242,38711,glavito02,6.2,6,6,2,1,2,3,0,1.89,27,97,59,35,5,19,12,10,4,0,57,0.206,1.09,1.5,2002-05-17,1.0,1966-03-25,31.227926078,0.0,2002-05-22,5
45476,28670,hendrky01,6.0,3,3,0,0,2,3,0,2.41,23,87,50,23,7,20,12,5,2,0,67,0.362,1.09,2.9,2016-07-15,1.0,1989-12-07,22.984257358,0.0,2016-07-20,5
92058,116236,reichda01,7.1,9,9,2,2,6,3,1,3.49,34,128,70,36,11,23,11,14,6,0,49,0.039,0.23,1.6,2001-05-30,1.0,1976-07-12,21.4976043806,0.0,2001-06-05,6
69027,17780,matsuda01,5.0,8,8,3,3,4,5,0,2.97,28,102,61,39,6,16,11,7,2,0,40,-0.089,1.28,-0.5,2008-09-09,1.0,1980-09-13,24.180698152,0.0,2008-09-15,6
43590,60736,harenda01,6.0,3,3,1,1,1,4,1,0.75,22,96,60,35,5,20,10,7,4,0,65,0.214,1.03,1.5,2014-04-08,1.0,1980-09-17,28.9911019849,0.0,2014-04-13,5
3565,95541,ashbyan01,7.0,7,7,3,3,0,2,0,2.53,27,86,57,36,4,17,12,13,3,0,53,0.074,1.12,0.3,1998-04-28,1.0,1967-07-11,26.6091718001,0.0,1998-05-03,5
58472,35926,laffeaa01,6.2,4,4,1,1,3,1,0,2.83,26,108,60,36,7,17,10,11,3,0,60,0.227,1.17,1.9,2008-06-24,1.0,1985-04-15,20.0355920602,0.0,2008-06-29,5
48259,103499,hickebr01,7.0,5,5,1,1,0,6,0,1.31,26,106,73,47,16,10,11,8,4,0,69,0.182,0.73,2.4,1994-04-23,1.0,1963-10-13,26.3737166324,0.0,1994-04-29,6
8891,31923,billich01,3.0,7,7,7,4,0,2,1,7.07,17,56,35,24,2,9,5,10,5,0,25,-0.545,0.91,-5.5,2010-04-20,1.0,1984-07-29,22.2258726899,0.0,2010-04-25,5
81350,57308,ojedabo01,9.0,7,7,1,0,0,4,0,3.24,33,131,83,52,7,24,17,12,2,0,75,0.231,0.46,2.8,1992-07-03,1.0,1957-12-17,29.8453114305,0.0,1992-07-08,5
14575,31563,bushda01,1.0,9,9,8,8,0,1,1,5.25,12,40,26,17,1,8,4,7,4,0,4,-0.405,0.93,-7.5,2007-09-07,1.0,1979-11-09,24.0410677618,0.0,2007-09-12,5
24576,81360,degroja01,6.0,5,5,3,3,1,6,1,2.96,25,98,63,39,8,16,6,11,6,0,55,-0.079,0.84,-0.2,2016-06-19,1.0,1988-06-19,24.1916495551,0.0,2016-07-01,12
93124,97537,richacl01,6.0,8,8,5,4,1,5,1,2.93,27,95,62,34,9,19,11,10,4,0,42,-0.345,1.07,-2.3,2010-06-19,1.0,1983-09-12,23.1266255989,0.0,2010-06-25,6
20785,115662,coneda01,7.0,3,3,2,2,2,8,0,2.68,27,106,60,29,16,15,10,7,3,0,69,0.154,1.29,1.2,1997-08-07,1.0,1963-01-02,29.8891170431,0.0,1997-08-12,5
19918,93400,collmjo01,5.0,4,4,0,0,2,4,0,1.12,21,102,66,45,5,16,8,7,2,0,61,0.212,0.96,1.8,2011-06-09,1.0,1986-02-07,21.8863791923,0.0,2011-06-14,5
97821,102811,sabatc.01,7.0,3,3,1,1,1,7,0,4.33,24,101,70,39,14,17,10,6,3,0,73,0.261,1.0,2.4,2016-08-23,1.0,1980-07-21,31.1813826146,0.0,2016-08-28,5
101611,77410,schoupe01,6.2,9,9,6,5,3,5,1,4.35,33,99,72,42,7,23,9,16,5,0,36,-0.272,0.76,-3.2,1991-08-05,1.0,1969-05-10,19.2114989733,0.0,1991-08-31,26
97291,104872,saarlki01,2.1,2,2,2,2,4,1,0,6.01,15,55,29,21,3,5,5,3,2,0,42,-0.108,1.28,-1.1,2002-09-28,1.0,1979-05-23,20.1752224504,0.0,2003-05-06,220
18241,56396,chenbr01,7.2,5,5,0,0,1,2,0,1.79,28,108,73,46,3,24,7,18,4,0,70,0.323,0.74,3.6,2013-08-08,1.0,1977-06-19,31.2197125257,0.0,2013-08-13,5
100726,124766,scherma01,6.0,8,8,4,4,1,10,3,2.44,27,84,63,32,21,10,7,9,5,0,49,-0.216,1.17,-1.1,2015-08-09,1.0,1984-07-27,26.8117727584,0.0,2015-08-14,5
15593,106719,cainma01,7.0,3,3,2,2,1,3,1,3.52,23,96,57,35,3,19,10,9,3,0,65,-0.055,1.0,0.9,2014-06-06,1.0,1984-10-01,25.6399726215,0.0,2014-06-11,5
20716,41814,coneda01,8.0,2,2,1,1,3,12,0,2.69,29,132,82,34,21,27,9,5,2,0,83,0.547,1.32,3.7,1994-07-23,1.0,1963-01-02,27.2607802875,0.0,1994-07-28,5
30143,74042,fasseje01,7.0,8,8,2,2,2,5,0,4.1,31,107,71,39,11,21,13,11,7,0,56,0.107,1.51,1.5,1997-07-27,1.0,1963-01-05,29.8562628337,0.0,1997-08-02,6
123166,67476,wrighja02,6.0,7,7,3,3,3,7,1,4.33,28,111,62,34,11,17,8,10,7,0,50,0.026,1.16,0.3,1997-09-17,1.0,1975-12-29,18.765229295,0.0,1997-09-27,10
82927,50633,oswalro01,8.0,9,9,5,5,0,11,2,3.76,33,117,82,37,23,22,4,18,7,0,55,-0.211,1.07,-0.8,2004-07-02,1.0,1977-08-29,23.189596167,0.0,2004-07-07,5
119626,29455,whiteri01,4.2,7,7,4,3,0,0,0,4.98,20,57,45,31,3,11,11,9,3,0,36,-0.247,1.2,-1.6,1994-07-09,1.0,1968-12-23,22.0670773443,0.0,1994-07-22,13
108964,73428,tapanke01,5.0,9,9,6,6,2,4,2,5.99,26,103,62,42,7,13,10,10,4,0,27,-0.305,0.47,-3.4,1993-06-20,1.0,1964-02-18,25.3442847365,0.0,1993-06-28,8
6844,56928,belchti01,6.1,11,11,6,6,2,4,1,4.45,31,119,74,43,8,22,7,17,4,1,29,-0.204,0.69,-3.1,1990-04-26,1.0,1961-10-19,24.6379192334,0.0,1990-05-01,5
77972,33430,nagych01,7.0,7,7,4,4,1,3,1,2.4,28,95,58,38,7,13,13,11,4,0,49,-0.125,0.75,-0.7,1992-07-08,1.0,1967-05-05,21.7522245038,0.0,1992-07-17,9
90360,34005,radkebr01,7.0,12,12,7,7,2,7,2,5.14,34,124,83,58,12,13,12,13,6,0,30,-0.409,1.04,-2.8,1996-07-21,1.0,1972-10-27,20.5037645448,0.0,1996-07-26,5
95090,11348,rogerke01,7.0,5,5,3,3,4,5,1,3.12,30,121,71,42,6,22,10,11,5,0,56,0.036,1.23,0.7,1995-07-25,1.0,1964-11-10,26.5242984257,0.0,1995-07-30,5
50925,122645,hutchdr01,3.0,6,6,5,5,1,1,2,3.96,17,70,44,31,4,9,4,11,6,0,27,-0.322,0.69,-3.6,2014-06-08,1.0,1990-08-22,20.5585215606,0.0,2014-06-13,5
61644,78269,liebejo01,2.1,7,7,4,4,0,0,0,4.82,14,36,25,17,2,6,8,6,1,0,27,-0.305,1.13,-3.2,1997-06-19,1.0,1970-04-02,23.5126625599,0.0,1997-06-24,5
8427,49589,bergmse01,4.1,6,6,5,5,3,2,0,10.38,24,80,48,32,4,12,9,9,4,0,30,-0.416,1.15,-3.4,1998-04-04,1.0,1970-04-11,24.1752224504,0.0,1998-04-09,5
69953,110476,mccleky01,5.0,6,6,4,4,2,2,0,3.79,23,75,43,30,2,11,11,8,5,0,39,-0.219,1.44,-1.8,2011-05-03,1.0,1984-06-12,23.2306639288,0.0,2011-05-08,5
41029,70490,hamelco01,4.0,10,10,5,5,3,3,0,2.93,24,90,58,35,13,10,8,10,8,0,22,-0.347,1.06,-3.8,2016-07-03,1.0,1983-12-27,28.0930869268,0.0,2016-07-08,5
62941,68779,liriafr01,7.0,5,5,2,2,0,8,1,5.7,24,72,55,25,13,17,7,9,5,0,67,0.197,1.09,1.8,2005-09-30,1.0,1983-10-26,18.945927447,0.0,2006-05-19,231
58358,44956,lackejo01,8.0,7,7,3,2,1,5,0,3.18,31,112,74,49,6,19,13,12,7,0,62,-0.091,1.18,0.7,2014-06-08,1.0,1978-10-23,30.7789185489,0.0,2014-06-13,5
68919,85440,masteju01,2.1,6,6,6,6,1,1,2,6.37,14,57,30,14,3,13,6,6,2,0,21,-0.315,0.61,-4.1,2015-05-12,1.0,1985-03-22,26.0369609856,0.0,2015-06-28,47
55917,112316,kennejo04,5.2,7,7,5,4,3,7,2,6.47,28,104,61,29,12,20,4,14,1,0,41,-0.335,1.01,-2.3,2003-08-06,1.0,1979-05-24,20.9089664613,0.0,2003-08-11,5
64413,34120,lopezal02,4.2,6,6,5,5,4,4,0,6.87,24,98,58,37,7,14,8,8,5,0,32,-0.207,0.74,-3.0,1997-06-04,1.0,1971-08-18,22.2861054073,0.0,2000-05-28,1089
106457,14907,stewada01,8.0,6,6,2,2,3,2,0,2.79,30,124,73,48,3,22,9,16,4,0,61,0.337,1.22,2.0,1990-09-04,1.0,1957-02-19,28.977412731,0.0,1990-09-09,5
66308,83281,madurca01,5.0,7,7,7,7,3,1,2,4.41,25,97,58,42,2,14,6,15,4,0,23,-0.274,0.81,-3.7,2001-09-05,1.0,1974-09-05,23.3264887064,0.0,2001-09-19,14
73716,33658,mlickda01,4.1,5,5,3,3,2,3,1,5.4,20,80,50,26,9,15,6,9,4,0,42,-0.191,1.13,-1.1,1993-09-26,1.0,1968-06-08,21.8590006845,0.0,1993-10-02,6
122261,30105,woodast01,7.0,6,6,1,1,1,3,0,4.06,27,101,69,46,8,15,11,12,7,0,63,0.307,1.23,2.7,1998-09-14,1.0,1975-05-15,20.1587953457,0.0,1998-09-19,5
44743,54007,hayneji01,4.0,7,7,6,3,3,3,1,4.9,23,88,54,33,4,17,5,12,3,0,30,-0.317,1.01,-3.7,1998-09-14,1.0,1972-09-05,22.4832306639,0.0,1998-09-19,5
32612,112703,fossuca01,6.0,3,3,0,0,5,2,0,6.11,27,106,51,34,0,17,11,7,0,0,63,0.219,0.99,2.9,2006-04-28,1.0,1978-01-06,24.4544832307,0.0,2006-05-03,5
64857,17056,lowede01,7.0,5,5,0,0,4,4,0,5.83,29,103,57,31,6,20,14,7,2,0,67,0.477,1.3,4.2,2004-06-11,1.0,1973-06-01,26.8062970568,0.0,2004-06-17,6
61120,107030,lestejo01,2.2,6,6,5,5,3,1,1,2.6,16,75,45,27,5,13,5,7,4,0,24,-0.35,0.86,-3.8,2016-05-21,1.0,1984-01-07,27.9671457906,0.0,2016-05-27,6
54553,119662,kamiesc01,9.0,4,4,1,1,2,3,0,4.01,33,127,83,53,12,18,10,18,7,0,76,0.362,0.87,4.1,1995-09-30,1.0,1964-04-19,27.1676933607,0.0,1996-04-24,207
16409,89656,carmofa01,7.0,4,4,2,2,0,1,0,4.14,25,75,49,35,4,10,14,10,6,0,62,0.163,1.09,1.1,2014-07-27,1.0,1980-08-30,29.2922655715,0.0,2014-08-01,5
81048,72375,ohkato01,6.0,4,4,2,1,0,4,0,5.76,21,74,50,34,5,11,10,8,4,0,62,0.107,1.13,1.2,2001-09-20,1.0,1976-03-18,22.0369609856,0.0,2001-09-27,7
92774,25379,reynosh01,5.0,9,9,5,5,0,4,2,3.73,25,90,67,42,12,13,14,7,4,0,33,-0.163,0.7,-2.3,1996-05-13,1.0,1968-03-26,24.3039014374,0.0,1996-05-17,4
33641,32307,gallayo01,6.0,4,4,2,2,4,5,0,4.14,24,107,59,28,4,27,5,10,7,0,57,0.034,0.97,1.0,2012-06-25,1.0,1986-02-27,22.7433264887,0.0,2012-07-01,6
105130,118570,smylydr01,4.0,7,7,5,5,2,4,2,4.35,21,95,61,36,11,14,4,11,7,0,30,-0.348,1.05,-3.0,2015-08-16,1.0,1989-06-13,22.6119096509,0.0,2015-08-21,5
25894,76250,dicker.01,6.0,4,4,1,1,3,6,1,4.71,26,101,62,41,5,16,8,8,3,0,63,0.256,1.39,2.2,2011-05-20,1.0,1974-10-29,31.5838466804,0.0,2011-05-26,6
28622,106406,eovalna01,5.0,10,10,8,8,1,1,0,4.04,26,91,57,37,3,17,11,13,7,0,15,-0.397,0.41,-5.9,2012-06-25,1.0,1990-02-13,19.3210130048,0.0,2012-06-30,5
9534,1762,blantjo01,8.0,6,6,2,2,1,3,0,3.81,29,99,69,40,7,22,13,12,5,0,64,0.268,0.93,2.4,2007-09-05,1.0,1980-12-11,23.0965092402,0.0,2007-09-10,5
81328,107392,ojedabo01,6.0,2,2,1,1,2,3,0,3.34,20,89,52,30,6,16,10,5,2,0,65,0.15,0.84,1.7,1991-08-23,1.0,1957-12-17,29.0978781656,0.0,1991-08-28,5
63265,13326,lizra01,6.0,4,4,5,5,3,5,1,7.5,24,92,59,36,6,17,5,11,2,0,46,-0.186,1.0,-1.7,2007-08-25,1.0,1983-10-06,20.6351813826,0.0,2007-08-31,6
41381,18345,hammeja01,5.0,5,5,2,1,3,7,0,2.97,23,106,61,32,9,20,8,5,1,0,55,0.008,1.31,0.6,2012-06-05,1.0,1982-09-02,25.7084188912,0.0,2012-06-10,5
67169,54759,marotmi01,7.2,8,8,4,4,3,2,2,4.81,33,112,68,47,6,15,13,15,4,0,46,0.172,0.87,0.3,2003-07-05,1.0,1977-08-17,22.3600273785,0.0,2003-07-11,6
60054,89450,leecl02,8.0,5,5,2,2,0,9,2,2.53,29,110,82,45,7,30,10,10,4,0,73,0.238,0.78,1.5,2013-06-18,1.0,1978-08-30,30.0670773443,0.0,2013-06-24,6
24002,88145,davisdo02,5.1,8,8,4,4,2,2,1,3.86,26,103,59,39,2,18,9,13,5,0,36,-0.206,1.08,-1.5,2005-06-11,1.0,1975-09-21,25.6783025325,0.0,2005-06-17,6
23438,122278,darviyu01,7.0,4,4,1,1,2,9,1,2.18,27,97,62,30,14,18,7,8,2,0,72,0.325,1.25,2.5,2012-04-30,1.0,1986-08-16,22.2094455852,0.0,2012-05-06,6
38049,85529,grayso01,9.0,5,5,1,1,0,5,1,2.06,31,107,74,53,8,13,10,16,6,0,78,0.439,0.92,3.4,2015-08-07,1.0,1989-11-07,22.2450376454,0.0,2015-08-17,10
104292,39976,smithgr02,7.0,6,6,2,2,2,8,1,5.25,27,105,69,35,15,19,5,12,4,0,63,0.177,0.38,1.9,2010-04-13,1.0,1983-12-22,22.7296372348,0.0,2010-04-18,5
23122,69468,danksjo01,7.0,7,7,3,3,3,3,0,2.25,30,109,63,39,4,20,15,8,3,0,51,-0.031,1.24,0.4,2010-05-12,1.0,1985-04-15,21.6618754278,0.0,2010-05-19,7
54836,66,karsast01,6.0,6,6,2,1,5,3,0,5.32,29,105,60,34,8,18,10,10,3,0,52,0.12,1.48,1.4,1997-06-19,1.0,1972-03-24,21.8042436687,0.0,1997-06-24,5
57843,97380,kurodhi01,5.1,4,4,3,3,2,2,1,3.91,22,88,56,38,7,11,9,9,3,0,48,-0.027,0.44,-1.0,2009-07-03,1.0,1975-02-10,29.7138945927,0.0,2009-07-08,5
2612,6314,armstja01,3.2,6,6,6,2,2,3,1,2.11,19,-1,-1,-1,-1,-1,7,6,4,1,34,-0.517,1.05,-4.6,1990-06-20,1.0,1965-03-07,21.8453114305,0.0,1990-06-25,5
44934,90112,heatone01,5.0,7,7,3,3,4,2,1,3.67,25,-1,-1,-1,-1,-1,6,12,5,0,39,-0.163,1.25,-0.7,1990-08-15,1.0,1960-03-03,26.3080082136,0.0,1990-08-20,5
10096,10898,boltoto01,4.1,4,4,2,2,2,5,0,3.44,19,67,41,16,4,21,7,5,2,0,50,0.062,1.16,0.9,1992-06-10,1.0,1962-05-06,26.0013689254,0.0,1992-07-20,40
40799,80201,hamelco01,5.0,11,11,4,4,2,1,0,4.62,27,100,66,42,9,15,11,13,6,0,28,-0.243,1.15,-1.6,2009-06-10,1.0,1983-12-27,21.9904175222,0.0,2009-06-16,6
81773,96098,oliveda02,4.2,7,7,5,5,5,5,2,6.2,24,96,54,36,7,11,6,8,4,0,30,-0.195,0.97,-3.0,2001-07-08,1.0,1970-10-06,26.5708418891,0.0,2001-07-15,7
20353,76339,colonba01,6.1,7,7,4,4,1,7,2,3.72,27,110,77,49,4,24,8,11,3,0,49,-0.094,1.0,-0.6,2011-09-03,1.0,1973-05-24,33.0704996578,0.0,2011-09-09,6
63312,90896,loaizes01,3.1,8,8,6,6,3,1,0,5.32,20,69,39,25,6,8,11,5,1,0,18,-0.256,1.16,-3.5,1995-09-08,1.0,1971-12-31,20.4654346338,0.0,1995-09-13,5
35922,48770,glavito02,7.0,6,6,0,0,2,7,0,2.44,29,108,68,31,20,17,9,10,3,0,70,0.343,1.14,2.9,1992-07-18,1.0,1966-03-25,22.7351129363,0.0,1992-07-24,6
67650,110148,marshse01,6.0,6,6,3,3,1,5,0,4.5,25,90,66,38,8,20,6,13,6,0,52,-0.073,0.94,-0.1,2009-04-25,1.0,1982-08-30,23.0280629706,0.0,2009-04-30,5
108363,33340,swindgr01,6.0,7,7,4,4,2,4,0,3.48,26,81,57,39,11,7,10,10,3,0,44,-0.196,1.16,-1.0,1991-10-03,1.0,1965-01-02,23.1101984942,0.0,1992-04-09,189
95895,39872,rosajo01,8.0,4,4,0,0,4,6,0,5.14,31,107,69,42,8,19,14,7,4,0,76,0.386,1.05,4.5,2009-07-03,1.0,1981-04-05,24.4024640657,0.0,2009-07-08,5
35645,8974,germaju01,6.0,3,3,1,1,1,2,0,1.5,23,86,56,33,6,17,10,9,1,0,63,0.246,1.16,2.1,2007-05-08,1.0,1982-08-06,21.3853524983,0.0,2007-05-13,5
7411,94365,benesan01,6.1,7,7,6,6,5,4,1,3.64,31,130,73,46,15,12,7,15,3,0,34,-0.222,1.22,-1.6,1990-06-30,1.0,1967-08-20,19.7508555784,0.0,1990-07-05,5
7885,87353,bensokr01,7.0,10,10,3,3,1,3,0,3.19,32,119,84,50,13,21,14,13,7,0,47,-0.011,1.02,0.9,2000-06-30,1.0,1974-11-07,22.1574264203,0.0,2000-07-08,8
11821,71728,brownke01,6.0,8,8,3,3,2,8,1,2.69,28,120,72,45,16,11,9,9,5,0,50,0.022,1.01,0.0,1997-09-23,1.0,1965-03-14,28.1040383299,0.0,1998-03-31,189
97685,27845,sabatc.01,7.0,8,8,4,4,1,3,1,3.39,30,89,62,43,8,11,11,15,10,0,47,-0.043,1.03,-0.8,2011-06-19,1.0,1980-07-21,26.7049965777,0.0,2011-06-25,6
53249,34115,johnsmi02,3.0,6,6,3,3,3,1,1,4.22,17,-1,-1,-1,-1,-1,3,4,0,6,33,-0.151,1.13,-1.3,1997-05-25,1.0,1975-10-03,18.6967830253,0.0,1997-05-31,6
34223,65662,garcija02,8.0,8,8,1,1,1,3,0,2.25,32,99,72,50,5,17,15,13,5,0,64,0.097,0.28,2.6,2013-05-05,1.0,1986-07-08,23.1759069131,0.0,2013-05-12,7
45146,124873,hellije01,6.0,9,9,7,7,3,2,3,4.34,28,94,58,34,9,15,11,12,10,0,25,-0.476,1.04,-4.1,2016-06-10,1.0,1987-04-08,25.2046543463,0.0,2016-06-15,5
94607,67249,rodrifr02,5.0,7,7,6,4,2,1,0,5.29,25,92,60,44,4,12,10,12,6,0,32,-0.291,0.83,-3.0,1996-07-05,1.0,1972-12-11,20.3586584531,0.0,1996-07-14,9
66139,59445,maddugr01,8.0,3,3,1,1,0,6,0,1.33,26,86,58,31,6,21,10,10,4,0,78,0.401,0.9,3.4,2006-04-17,1.0,1966-04-14,34.5653661875,0.0,2006-04-23,6
114061,44467,verlaju01,8.0,5,5,1,1,1,10,0,2.89,30,126,86,42,23,21,5,14,7,0,77,0.27,0.91,3.1,2011-06-09,1.0,1983-02-20,24.4490075291,0.0,2011-06-14,5
29435,104075,estessh01,6.1,5,5,5,5,3,3,1,5.19,28,111,73,49,10,14,12,10,5,0,43,-0.069,1.39,-0.2,1998-04-11,1.0,1973-02-18,21.7221081451,0.0,1998-04-17,6
30728,46429,fernaal01,6.1,6,6,4,4,4,2,0,4.55,29,121,68,46,3,19,9,14,5,0,43,-0.162,0.93,-1.7,2000-04-19,1.0,1969-08-13,26.507871321,0.0,2000-04-24,5
33343,58440,gagneer01,6.0,6,6,5,5,3,4,1,3.75,27,107,68,34,14,20,7,13,6,0,41,-0.335,0.94,-1.9,1999-09-12,1.0,1976-01-07,20.4572210815,0.0,1999-09-20,8
51777,28176,jacksed01,5.2,4,4,1,1,2,3,1,5.5,22,96,55,33,7,15,13,4,3,0,58,0.13,0.91,1.3,2013-07-06,1.0,1983-09-09,25.7659137577,0.0,2013-07-11,5
90784,18931,ramirer02,7.0,4,4,2,2,0,6,1,3.65,24,92,69,39,11,19,12,6,2,0,67,0.163,0.8,1.6,2015-09-24,1.0,1990-05-02,21.9411362081,0.0,2015-10-02,8
49280,65666,hollade01,7.0,10,10,1,1,0,6,0,2.54,29,93,64,36,12,16,8,15,6,0,59,0.264,1.01,2.2,2013-05-08,1.0,1986-10-09,22.9623545517,0.0,2013-05-14,6
115185,61093,wachami01,4.0,8,8,6,2,3,2,0,3.23,25,92,57,38,5,14,10,10,7,0,29,-0.412,1.01,-4.2,2016-05-13,1.0,1991-07-01,21.4839151266,0.0,2016-05-19,6
100449,111570,saundto01,7.2,1,1,0,0,7,5,0,5.49,29,127,67,37,13,17,10,6,2,0,75,0.559,1.43,4.5,1999-04-22,1.0,1974-04-29,21.582477755,0.0,1999-04-28,6
85002,102546,paxtoja01,2.2,10,10,7,7,0,1,1,8.4,19,55,36,24,1,11,11,7,3,0,11,-0.546,1.18,-5.8,2015-04-19,1.0,1988-11-06,22.8501026694,0.0,2015-04-25,6
24773,107377,deleojo01,8.0,5,5,3,2,1,5,1,2.91,29,101,70,45,7,18,8,15,4,0,66,-0.001,0.58,0.7,1991-08-02,1.0,1960-12-20,26.4503764545,0.0,1991-08-12,10
